gbifID	type	format	identifier	references	title	description	source	audience	created	creator	contributor	publisher	license	rightsHolder
923922572	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/947002/original.jpg	https://www.inaturalist.org/photos/947002					2014-06-13T23:27:47Z	Killarney Provincial Park		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Killarney Provincial Park
923911332	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/638896/original.jpg	https://www.inaturalist.org/photos/638896					2014-01-15T12:30:13Z	Susan Elliott		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Susan Elliott
923909608	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/367675/original.jpg	https://www.inaturalist.org/photos/367675					2013-06-02T12:58:05Z	Sean Frey		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Sean Frey
891720690	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/437400/original.JPG	https://www.inaturalist.org/photos/437400					2008-10-26T15:05:59Z	Kevin Gagel		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Kevin Gagel
891720690	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/437401/original.JPG	https://www.inaturalist.org/photos/437401					2008-10-26T15:12:58Z	Kevin Gagel		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Kevin Gagel
891712998	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/410946/original.jpg	https://www.inaturalist.org/photos/410946					2013-07-10T15:49:31Z	Sean Frey		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Sean Frey
891099999	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/185204/original.JPG	https://www.inaturalist.org/photos/185204					2011-08-17T00:00:00Z	Sterling Sheehy		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Sterling Sheehy
891092862	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/159282/original.JPG	https://www.inaturalist.org/photos/159282					2012-08-07T00:00:00Z	Bob Dodge		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Bob Dodge
891086406	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/137242/original.jpg	https://www.inaturalist.org/photos/137242					2012-06-03T00:31:02Z	Sean Frey		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Sean Frey
891052122	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/693752/original.jpg	https://www.inaturalist.org/photos/693752					2014-02-26T17:01:46Z	Marv Elliott		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Marv Elliott
891051737	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/691747/original.jpg	https://www.inaturalist.org/photos/691747					2014-02-25T19:54:21Z	Marv Elliott		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Marv Elliott
476848461	StillImage	image/png	https://iiif.mcz.harvard.edu/iiif/3/3861337/full/max/0/default.png		MCZ:Mamm:BOM-7365 Ursus americanus americanus	measurements						Museum of Comparative Zoology, Harvard University	http://creativecommons.org/licenses/by-nc-sa/3.0/	© President and Fellows of Harvard College
476833825	StillImage	image/png	https://iiif.mcz.harvard.edu/iiif/3/3861337/full/max/0/default.png		MCZ:Mamm:BANGS-7411 Ursus americanus americanus	measurements						Museum of Comparative Zoology, Harvard University	http://creativecommons.org/licenses/by-nc-sa/3.0/	© President and Fellows of Harvard College
4607635511	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/362654129/original.jpeg	https://www.inaturalist.org/photos/362654129					2024-03-26T14:15:21Z	swanpotatoe		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	swanpotatoe
4607630213	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/363962106/original.jpeg	https://www.inaturalist.org/photos/363962106					2021-08-29T16:39:53Z	Paul Foth		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Paul Foth
4607621132	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/362652280/original.jpg	https://www.inaturalist.org/photos/362652280					2024-03-30T17:12:16Z	Shawn Brescia		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Shawn Brescia
4607556744	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/361390667/original.jpg	https://www.inaturalist.org/photos/361390667					2024-03-29T19:46:10Z	Derek Armstrong		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Derek Armstrong
4607556744	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/361388847/original.jpg	https://www.inaturalist.org/photos/361388847					2024-03-29T19:46:10Z	Derek Armstrong		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Derek Armstrong
4607532653	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/364296981/original.jpeg	https://www.inaturalist.org/photos/364296981					2024-04-07T21:36:19Z	Terry M		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Terry M
4607532653	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/364297013/original.jpeg	https://www.inaturalist.org/photos/364297013					2024-04-07T21:15:00Z	Terry M		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Terry M
4607532653	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/364296953/original.jpeg	https://www.inaturalist.org/photos/364296953					2024-04-07T21:37:05Z	Terry M		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Terry M
4607532653	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/364297037/original.jpeg	https://www.inaturalist.org/photos/364297037					2024-04-07T21:28:15Z	Terry M		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Terry M
4607512435	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/365078474/original.jpeg	https://www.inaturalist.org/photos/365078474					2024-04-10T16:34:37Z	Rob Vanderkam		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Rob Vanderkam
4607511458	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/363564347/original.jpg	https://www.inaturalist.org/photos/363564347					2024-04-05T22:55:14Z	Vanessa Hum		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Vanessa Hum
4607510293	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/364354178/original.jpeg	https://www.inaturalist.org/photos/364354178					2024-04-05T00:35:48Z	Chris Coxson		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Chris Coxson
4607500455	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/360780298/original.jpg	https://www.inaturalist.org/photos/360780298					2023-09-29T00:31:34Z	gr43dyn		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	gr43dyn
4607500455	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/360781091/original.jpg	https://www.inaturalist.org/photos/360781091					2023-09-29T00:31:34Z	gr43dyn		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	gr43dyn
4607500455	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/360780401/original.jpg	https://www.inaturalist.org/photos/360780401					2023-09-29T00:31:34Z	gr43dyn		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	gr43dyn
4607500455	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/360781152/original.jpg	https://www.inaturalist.org/photos/360781152					2023-09-29T00:31:34Z	gr43dyn		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	gr43dyn
4607443748	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/362749415/original.jpeg	https://www.inaturalist.org/photos/362749415					2024-03-30T18:12:23Z	Jack Bindernagel		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Jack Bindernagel
4607443748	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/362749382/original.jpeg	https://www.inaturalist.org/photos/362749382					2024-03-30T18:11:53Z	Jack Bindernagel		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Jack Bindernagel
4607443748	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/362749418/original.jpeg	https://www.inaturalist.org/photos/362749418					2024-03-30T18:12:20Z	Jack Bindernagel		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Jack Bindernagel
4607443748	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/362749419/original.jpeg	https://www.inaturalist.org/photos/362749419					2024-03-30T18:12:00Z	Jack Bindernagel		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Jack Bindernagel
4607443748	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/362749389/original.jpeg	https://www.inaturalist.org/photos/362749389					2024-03-30T18:11:42Z	Jack Bindernagel		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Jack Bindernagel
4607431329	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/315906190/original.jpg	https://www.inaturalist.org/photos/315906190					2023-09-01T14:35:28Z	emma reader-lee		iNaturalist	http://creativecommons.org/licenses/by/4.0/	emma reader-lee
4607403299	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/363260717/original.jpeg	https://www.inaturalist.org/photos/363260717					2024-04-04T22:26:55Z	sharks-sequoias		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	sharks-sequoias
4607312278	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/364838593/original.jpeg	https://www.inaturalist.org/photos/364838593					2024-04-09T20:19:21Z	Graham Cameron		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Graham Cameron
4607312278	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/364838353/original.jpeg	https://www.inaturalist.org/photos/364838353					2024-04-09T20:17:23Z	Graham Cameron		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Graham Cameron
4607312278	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/364838648/original.jpeg	https://www.inaturalist.org/photos/364838648					2024-04-09T20:20:44Z	Graham Cameron		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Graham Cameron
4607312278	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/364838519/original.jpeg	https://www.inaturalist.org/photos/364838519					2024-04-09T20:18:53Z	Graham Cameron		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Graham Cameron
4607312278	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/364838464/original.jpeg	https://www.inaturalist.org/photos/364838464					2024-04-09T20:18:14Z	Graham Cameron		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Graham Cameron
4607104337	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/362573645/original.jpeg	https://www.inaturalist.org/photos/362573645					2024-04-01T22:38:53Z	Damien Mullin		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Damien Mullin
4607073796	StillImage	image/png	https://inaturalist-open-data.s3.amazonaws.com/photos/355375683/original.png	https://www.inaturalist.org/photos/355375683					2012-05-16T15:30:00Z	trudope		iNaturalist	http://creativecommons.org/publicdomain/zero/1.0/	trudope
4607010395	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/362653129/original.jpeg	https://www.inaturalist.org/photos/362653129					2024-03-26T02:04:19Z	swanpotatoe		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	swanpotatoe
4607008694	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/363185769/original.jpg	https://www.inaturalist.org/photos/363185769					2024-04-02T18:01:54Z	Jean-Guy Papineau		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Jean-Guy Papineau
4606970452	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/362106508/original.jpg	https://www.inaturalist.org/photos/362106508					2024-03-31T22:41:13Z	Derek Armstrong		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Derek Armstrong
4606948649	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/362285858/original.jpeg	https://www.inaturalist.org/photos/362285858					2023-06-29T02:48:23Z	wynaturalist		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	wynaturalist
4606930599	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/362337051/original.jpg	https://www.inaturalist.org/photos/362337051					2024-03-31T17:22:35Z	Derek @ my.tlahutum		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Derek @ my.tlahutum
4606930599	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/362336410/original.jpg	https://www.inaturalist.org/photos/362336410					2024-03-31T17:14:48Z	Derek @ my.tlahutum		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Derek @ my.tlahutum
4606890719	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/362128681/original.jpg	https://www.inaturalist.org/photos/362128681					2023-05-17T16:33:08Z	mgreeno		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	mgreeno
4606826677	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/221587899/original.jpg	https://www.inaturalist.org/photos/221587899					2022-08-10T15:23:49Z	timtully		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	timtully
4606796115	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/361601908/original.jpg	https://www.inaturalist.org/photos/361601908					2019-11-01T00:26:35Z	Gary Neilson		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Gary Neilson
4606796115	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/361600842/original.jpg	https://www.inaturalist.org/photos/361600842					2019-11-01T00:25:08Z	Gary Neilson		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Gary Neilson
4606566661	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/215829208/original.jpeg	https://www.inaturalist.org/photos/215829208					2022-07-16T19:23:48Z	Avery Bartels		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Avery Bartels
4606536929	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/202624676/original.jpg	https://www.inaturalist.org/photos/202624676					2022-06-02T04:04:49Z	emma reader-lee		iNaturalist	http://creativecommons.org/licenses/by/4.0/	emma reader-lee
4606536929	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/202624716/original.jpg	https://www.inaturalist.org/photos/202624716					2022-06-02T04:04:49Z	emma reader-lee		iNaturalist	http://creativecommons.org/licenses/by/4.0/	emma reader-lee
4600195768	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/360539210/original.jpg	https://www.inaturalist.org/photos/360539210					2023-07-20T17:42:36Z	peng_ina		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	peng_ina
4600161105	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/359917719/original.jpeg	https://www.inaturalist.org/photos/359917719					2022-05-30T11:14:50Z	Ben Weatherley		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Ben Weatherley
4600148034	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/359931485/original.jpg	https://www.inaturalist.org/photos/359931485					2024-03-23T23:46:08Z	mackensybc		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	mackensybc
4600148034	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/359931457/original.jpg	https://www.inaturalist.org/photos/359931457					2024-03-23T23:46:08Z	mackensybc		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	mackensybc
4600136108	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/359917999/original.jpeg	https://www.inaturalist.org/photos/359917999					2022-05-15T21:54:58Z	Ben Weatherley		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Ben Weatherley
4600126893	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/360414533/original.jpeg	https://www.inaturalist.org/photos/360414533					2024-03-25T00:46:45Z	Raven Barbera		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Raven Barbera
4600126893	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/360414567/original.jpeg	https://www.inaturalist.org/photos/360414567					2024-03-25T00:50:23Z	Raven Barbera		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Raven Barbera
4600125665	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/360245044/original.jpeg	https://www.inaturalist.org/photos/360245044					2024-03-24T14:07:35Z	swanpotatoe		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	swanpotatoe
4600074686	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/358936989/original.jpg	https://www.inaturalist.org/photos/358936989					2012-07-28T20:32:30Z	Gwen L'Hirondelle		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Gwen L'Hirondelle
4600068944	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/359085098/original.jpg	https://www.inaturalist.org/photos/359085098					2023-06-14T23:56:00Z	Mar C.		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Mar C.
4600043157	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/359257276/original.jpeg	https://www.inaturalist.org/photos/359257276					2023-07-20T18:42:30Z	leeyt		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	leeyt
4600043157	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/359257290/original.jpeg	https://www.inaturalist.org/photos/359257290					2023-07-20T18:41:51Z	leeyt		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	leeyt
4600043157	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/359257303/original.jpeg	https://www.inaturalist.org/photos/359257303					2023-07-20T18:42:38Z	leeyt		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	leeyt
4600004486	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/357354727/original.jpg	https://www.inaturalist.org/photos/357354727					2024-03-13T17:10:06Z	tyleradamflear		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	tyleradamflear
4599922134	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/359930976/original.jpg	https://www.inaturalist.org/photos/359930976					2024-03-23T23:45:14Z	mackensybc		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	mackensybc
4599922134	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/359931040/original.jpg	https://www.inaturalist.org/photos/359931040					2024-03-23T23:45:14Z	mackensybc		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	mackensybc
4599921720	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/359647041/original.jpg	https://www.inaturalist.org/photos/359647041					2023-05-16T21:48:00Z	trudope		iNaturalist	http://creativecommons.org/publicdomain/zero/1.0/	trudope
4599900031	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/359917590/original.jpeg	https://www.inaturalist.org/photos/359917590					2022-05-28T17:15:39Z	Ben Weatherley		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Ben Weatherley
4599898614	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/360249022/original.jpeg	https://www.inaturalist.org/photos/360249022					2024-03-23T03:16:39Z	swanpotatoe		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	swanpotatoe
4599874843	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/360433248/original.jpg	https://www.inaturalist.org/photos/360433248					2024-03-25T22:31:44Z	ginevra20		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	ginevra20
4599873376	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/359384365/original.jpeg	https://www.inaturalist.org/photos/359384365					2023-06-09T17:27:57Z	Julia Carr		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Julia Carr
4599873376	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/359384367/original.jpeg	https://www.inaturalist.org/photos/359384367					2023-06-09T17:27:56Z	Julia Carr		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Julia Carr
4599873376	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/359384350/original.jpeg	https://www.inaturalist.org/photos/359384350					2023-06-09T17:27:38Z	Julia Carr		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Julia Carr
4599840879	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/359106602/original.jpeg	https://www.inaturalist.org/photos/359106602					2023-08-09T12:35:44Z	thekensingtonconservancy		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	thekensingtonconservancy
4599840879	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/359107163/original.jpeg	https://www.inaturalist.org/photos/359107163					2023-08-09T12:35:43Z	thekensingtonconservancy		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	thekensingtonconservancy
4599833822	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/359028816/original.jpeg	https://www.inaturalist.org/photos/359028816					2024-03-20T16:06:47Z	Ilze		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Ilze
4599818085	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/359932090/original.jpeg	https://www.inaturalist.org/photos/359932090					2023-06-06T23:11:00Z	jmobile		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	jmobile
4599811770	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/359653302/original.jpg	https://www.inaturalist.org/photos/359653302					2019-06-03T23:33:00Z	trudope		iNaturalist	http://creativecommons.org/publicdomain/zero/1.0/	trudope
4599797104	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/318784541/original.jpg	https://www.inaturalist.org/photos/318784541					2023-09-11T11:46:52Z	Rich Russell		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Rich Russell
4599797104	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/318784334/original.jpg	https://www.inaturalist.org/photos/318784334					2023-09-11T11:46:52Z	Rich Russell		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Rich Russell
4599774959	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/272799391/original.jpeg	https://www.inaturalist.org/photos/272799391					2023-04-29T17:49:36Z	Mud_Skipper		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Mud_Skipper
4599774959	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/272799581/original.jpeg	https://www.inaturalist.org/photos/272799581					2023-04-29T17:49:44Z	Mud_Skipper		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Mud_Skipper
4599774959	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/272799508/original.jpeg	https://www.inaturalist.org/photos/272799508					2023-04-29T17:49:43Z	Mud_Skipper		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Mud_Skipper
4599774959	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/272799451/original.jpeg	https://www.inaturalist.org/photos/272799451					2023-04-29T17:49:38Z	Mud_Skipper		iNaturalist	http://creativecommons.org/licenses/by/4.0/	Mud_Skipper
4599774775	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/218653264/original.jpg	https://www.inaturalist.org/photos/218653264					2022-06-05T17:03:16Z	kingdm		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	kingdm
4599774775	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/218653293/original.jpg	https://www.inaturalist.org/photos/218653293					2022-06-05T17:03:22Z	kingdm		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	kingdm
4599774775	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/218653165/original.jpg	https://www.inaturalist.org/photos/218653165					2022-06-05T17:01:24Z	kingdm		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	kingdm
4599774775	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/218653197/original.jpg	https://www.inaturalist.org/photos/218653197					2022-06-05T17:02:34Z	kingdm		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	kingdm
4599774775	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/218653234/original.jpg	https://www.inaturalist.org/photos/218653234					2022-06-05T17:02:55Z	kingdm		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	kingdm
4597558287	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/358439584/original.jpeg	https://www.inaturalist.org/photos/358439584					2024-03-17T23:45:06Z	brianbarkley		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	brianbarkley
4597518434	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/358600330/original.jpg	https://www.inaturalist.org/photos/358600330					2024-03-18T14:33:07Z	slr1300		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	slr1300
4597518434	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/358600366/original.jpg	https://www.inaturalist.org/photos/358600366					2024-03-18T14:33:07Z	slr1300		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	slr1300
4597518434	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/358600405/original.jpg	https://www.inaturalist.org/photos/358600405					2024-03-18T14:33:07Z	slr1300		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	slr1300
4597425532	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/356518492/original.jpg	https://www.inaturalist.org/photos/356518492					2018-07-04T06:22:52Z	Frank Hartmann		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Frank Hartmann
4597311303	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/312053079/original.jpeg	https://www.inaturalist.org/photos/312053079					2023-08-19T23:34:57Z	S.Wolf		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	S.Wolf
4597238657	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/152249403/original.jpeg	https://www.inaturalist.org/photos/152249403					2021-08-21T16:06:41Z	Leonel Richard		iNaturalist	http://creativecommons.org/publicdomain/zero/1.0/	Leonel Richard
4597218043	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/276451057/original.jpeg	https://www.inaturalist.org/photos/276451057					2023-05-05T18:33:02Z	Michael Ferguson		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Michael Ferguson
4597218043	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/276450719/original.jpeg	https://www.inaturalist.org/photos/276450719					2023-05-05T18:32:53Z	Michael Ferguson		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Michael Ferguson
